Yaourts à boire|Rik & Rok,Auchan|Yaourt à boire saveur fraise|b|_Lait_ partiellement écrémé, sucre, arôme naturel, concentré des minéraux du _lait_, ferments lactiques.|305|1.3|12||3.1|0.1||||||||||||0.12|||||0|Lait, lait, lait||
Yaourts à boire|Snyv,Milk' kiss|Milk' kiss|c|_Lait_ entier; sucre ; yaourt: purée de framboise; sirop de glucose-fructose ; amidon modiﬁé ; protéines de _lait_ ; acidifiant : acide lactique ; épaississants : pectine, caroube, gomme gellane ; arômes naturels; concentré de minéraux du _lait_ ; jus concentré de carotte pourpre; concentré de cassis, pomme et radis; vitamine D.|460|3.3|13.9||3.3|0.1||9.4e-07|||||||||||||||0|Lait, lait, crème, lait, lait, lait, lait|E270 - Acide lactique,E418 - Gomme gellane,E440 - Pectines,E440i - Pectine|
Yaourts à boire|U|Yaourt à boire sucré saveur framboise|b|LAIT partiellement écrémé, sucre 7.8%, purée de framboise 3%, amidon de maïs, arôme naturel, ferments, protéines de LAIT.|296|1.6|10.9|0|2.7|0.1|||||||||||||||||0|en:milk||
Yaourts à boire|Yoplait|Yop Petit Déj Fruit Rouge|b|_Lait_ écrémé sucré, sucre 7.7 %, fraise 5 %, céréales: 3%, matière grasse laitière, sirop de glucose, épaississants, arômes, conservateur du fruit, correcteur d'acidité.|314|1.8|10.4||2.3|0.1|||||||||||||||||0|Lait, blé, orge|E202 - Sorbate de potassium,E330 - Acide citrique,E412 - Gomme de guar,E440 - Pectines,E440i - Pectine|
Yaourts à boire|Yoplait|Yop parfum citron|b|_Lait_ partiellement écrémé à base de poudre de _lait_ - Sucre 6 % - Sirop de glucose-fructose 3.8 % - Arôme naturel de citron et autres arômes naturels - Concentré des minéraux du _lait_ - Ferments lactiques.|301|1.3|10.9|0|2.8|0.1||||||||||||0.12|||||0|Lait, lait, lait, lait||
Yaourts à boire|Yoplait|Mini Yop Gôut Fraise|b|_Lait_ partiellement écrémé reconstitué, Sucre 6%, Sirop de glucose, fructose 3.8%, Arôme naturel, Concentré des minéraux du _lait_, Ferments lactiques|303|1.3|11|0.1|2.8|0.12||||||||||||0.12|||||0|Lait, lait||
Yaourts à boire|Yoplait|P'tit YOP|b|_Lait_ partiellement écrémé à base de poudre de _lait_ - Sucre 6_% - Sirop de glucose-fructose 3.8 % - Arômes naturels - Concentré des minéraux du _lait_ - Ferments _lactiques_. Lait d'origine France.|301|1.3|10.9|0.1|2.8|0.13||||||||||||0.12|||||0|Lait, lait, lait, lactiques, lait||
Yaourts à boire|Yoplait|P'tit Yop|b|_Lait_ partiellement écrémé à base de poudre de _lait_ - Sucre : 6% - Sirop de glucose-fructose : 3.8% - Arôme naturel - Concentré des minéraux du _lait_ - Ferment lactiques.|303|1.3|10.9|0.1|2.8|0.12||||||||||||0.12|||||0|en:milk||
Yaourts à boire|Yoplait|Yop Parfum Fraise|b|_Lait_ partiellement écrémé à base de poudre de _lait_, sucre 6 %, sirop de glucose-fructose 3.8 %, arôme naturel, concentré de minéraux du _lait_, ferments _lactiques_.|293|1.3|10.5|0.1|2.8|0.1||||||||||||0.12|||||0|Lait||
Yaourts à boire|Yoplait|Yop gout spéculos|c|LAIT écrémé - Sucre 6.8 % - Crème - Poudre de LAIT écrémé - Amidon transformé de maïs - Arôme naturel - Colorant : Caramel ordinaire - Sirop de sucre caramélisé - Epaississant : Carraghénanes - Correcteur d'acidité : Carbonates de sodium.|351|1.7|12|0.1|3.6|0.28|||||||||||||||||0|LAIT, LAIT|E14XX - Amidons modifiés,E150a - Caramel E150a,E407 - Carraghénanes,E500 - Carbonates de sodium|
Yaourts à boire|Yoplait|Yop #Summer Fresh|b|_Lait_ partiellement écrémé à buse de poudra de _lait_ - Sucre 6% - Sirop de glucose-fructose 3.8% - Arôme naturel - Concentré des minéraux du _lait_ - ferments lactiques.|305|1.3|10.9|0|2.8|0.13|||||||||||||||||0|Lait, lait, lait, lait||
Yaourts à boire|Yoplait,P'tit Yop|P'tit Yop goût Fraise|b|_Lait_ écrémé à base de poudre de _lait_ - Sucre : 6% - Sirop de glucose-fructose : 5.3% - _Crème_ - Arôme naturel - Concentré des minéraux du _lait_- Ferments Lactiques.    |324|1.3|12|0.09|2.8|0.11||||||||||||0.12|||||0|Lait, lait, Crème, lait||
Yaourts à boire|Yoplait,P'tit Yop|P'tit Yop goût Framboise|b|_Lait_ écrémé à base de poudre de _lait_, sucre : 6%, sirop de glucose-fructose : 3.8%, crème, arôme naturel, concentré des minéraux du lait, ferments lactiques|303|1.3|10.9|0.1|2.8|0.12||||||||||||0.12|||||0|Lait, lait||
en:labeled-products|Bonneterre|6 Gros oeufs frais bio Bonneterre|a|Oeufs de poules élevées en plein air bio. Calibre 63/73 g. Catégorie A.|628|10.5|0.8|0|12.5|0.12|||||||||||||||||0|||
en:labeled-products|Ermitage|Fromage comte Ermitage 45%mg|d|_lait_ cru.|1799|35|1||27|0.8||||||||||||0.98|||||0|lait||
en:labeled-products|Juraflore,Fort des Rousses,Fromageries Arnaud|Comté 9 Mois Doux & Onctueux|d|_Lait_ cru de vache, ferments lactiques, sel, présure.|1736|34.6|0|0|26.7|0.85||||||||||||0.993|||||0|Lait, lait||
en:labeled-products|Matines|œufs de poule elevees en plein air bio|a|6 gros œufs de poules élevées en plein air, issus de l'agriculture biologique.|590|9.9|0.7|0|12.3|0.3|||||||||||||||||0|||
en:labeled-products|Reflets de France|6 oeufs frais Bio pondus en Nord-Pas-De-Calais - Picardie|a|_œufs_ frais de poules élevées en plein air issus de l'agriculture biologique|611|10.2|0.22||13|0|||||||||||||||||0|œufs||
en:labeled-products|Th.Réaux,Th. Réaux,Reaux|Camembert de Normandie au lait cru|d|Camembert de Normande au _lait_ cru.|1188|22|0.1|0|20.4|1.64|||||||||||||||||0|lait||
Édulcorants|Carrefour Bio,Carrefour|Sirop de Fruits Rouges|d|Sucre, eau, jus de fruits à base de concentrés : 19.8%, acidifiant : acide citrique, arôme naturel de cassis, arôme naturel.|1306|0|75||0|0|||||||||||||||||0||E330 - Acide citrique|
Édulcorants|Carrefour Sélection|Sirop framboise grenade|d|Sucre, eau, jus de fruits à base de concentrés 17 %, acidifiant : acide citrique, arômes naturels, arôme naturel d'airelle avec autres arômes naturels.|1318|0|78||0|0|||||||||||||||||0||E330 - Acide citrique|
Édulcorants|Fruiss|Sirop de Fruit de la passion|b|sucre de canne, eau, jus de fruit de la passion à base de concentré, acidifiant : acide citrique, arômes naturels, colorant : bêta carotène, stabilisant : E445.|167|0|9.9||0|0|||||||||||||||||0||E160a - Bêta-carotène,E160ai - Bêta-carotène,E330 - Acide citrique,E445 - Esters glycériques de résine de bois|
Édulcorants|Gilbert|Sirop de mangue|d|Sucre liquide, eau, jus concentré de mangue, acidifiant: acide citrique, arôme, émulsifiants : E445 et E414. colorants: lutéine et anthocyanes. Jus de mangue mis en oeuvre : 10%.|1268|0|75.7||0|0.02|||||||||||||||||0||E161b - Lutéine,E163 - Anthocyanes,E330 - Acide citrique,E414 - Gomme d'acacia,E445 - Esters glycériques de résine de bois|
Édulcorants|Jean Hervé|Sirop d'agave|d|Jus d'agave concentré bio.|1308|0.9|75|0|0.1|0|||||||||||||||||0|||
Édulcorants|La Maison Guiot|Sirop Fruit de la Passion|d|Sucre, eau, jus concentré de fruit de la passion, acidifiant: acide citrique, émulsifiants : gomme d'acacia, E445. colorant : lutéine, arôme. Jus de fruit de la passion mis en œuvre : 10%.|1377|0|81||0|0.03|||||||||||||||||0||E161b - Lutéine,E330 - Acide citrique,E414 - Gomme d'acacia,E445 - Esters glycériques de résine de bois|
Édulcorants|Rochambeau|Sirop de fruits de la passion|d|Sucre, sirop de glucose-fructose, jus de fruits à base de concentrés 30 %, eau, colorant : lutéine, acidifiant : acide citrique, arôme, extrait de paprika, conservateur : sorbate de potassium, stabilisant : ester glycérique de résine de bois.|1348|0|79||0|0|||||||||||||||||0||E160c - Extrait de paprika,E161b - Lutéine,E202 - Sorbate de potassium,E330 - Acide citrique,E445 - Esters glycériques de résine de bois|
Édulcorants|Sunny Via|Sirop d'Agave|d|100% sirop d'agave|1297|0.5|73||0|0.08|||||||||||||||||0|||
Œufs de poisson|Ikka|Caviar d'Aquitaine|d|_Œuf d'esturgeon_, sel, Conservateur E285.|1071|16.4|0.7|0|25.6|3.30000000000001|||||||||||||||||0|Œuf d'esturgeon|E285 - Tétraborate de sodium|
Œufs de poisson|K-YAM|Œufs de Truite pasteurisés|d|oeufs de truite 96.5%, sel.|845|9.9|0.6||27.7|3.5|||||||||||||||||0|||
Œufs de poisson|La Grande Epicerie De Paris|Boutargue|d|oeufs de _mulet_salés, séchés et emballés dans la cire|1700|27|1.8|0|39|2.5|||||||||||||||||0|en:eggs,fr:Mulet||
Œufs de poisson|Labeyrie|Caviar d'Aquitaine|d|Oeufs d'_esturgeon_ 96.5 %, sel, conservateur E285.|1322|20.8|0||28.4|3.5|||||||||||||||||0|esturgeon|E285 - Tétraborate de sodium|
